"year","county","fips","total_population"
2018,"Hyde",37095,9444
2018,"Iredell",37097,362084
2018,"Jackson",37099,86044
2018,"Johnston",37101,408198
2018,"Jones",37103,19022
2018,"Lee",37105,123736
2018,"Lenoir",37107,110512
2018,"Lincoln",37109,167274
2018,"Macon",37113,72346
2018,"Madison",37115,42564
2018,"Martin",37117,45346
2018,"McDowell",37111,89428
2018,"Mecklenburg",37119,2182472
2018,"Mitchell",37121,30010
2018,"Montgomery",37123,51128
2018,"Moore",37125,193582
2018,"Nash",37127,188336
2018,"New Hanover",37129,450386
2018,"Northampton",37131,37050
2018,"Onslow",37133,396048
2018,"Orange",37135,293648
2018,"Pamlico",37137,24974
2018,"Pasquotank",37139,80306
2018,"Pender",37141,118308
2018,"Perquimans",37143,26000
2018,"Person",37145,77962
2018,"Pitt",37147,337598
2018,"Polk",37149,39102
2018,"Randolph",37151,286192
2018,"Richmond",37153,87360
2018,"Robeson",37155,238954
2018,"Rockingham",37157,181392
2018,"Rowan",37159,289542
2018,"Rutherford",37161,129300
2018,"Sampson",37163,119724
2018,"Scotland",37165,69278
2018,"Stanly",37167,123618
2018,"State",37000,NA
2018,"Stokes",37169,89002
2018,"Surry",37171,142458
2018,"Swain",37173,28404
2018,"Transylvania",37175,66372
2018,"Tyrrell",37177,7888
2018,"Union",37179,464392
2018,"Vance",37181,86328
2018,"Wake",37183,2187116
2018,"Warren",37185,38108
2018,"Washington",37187,22438
2018,"Watauga",37189,109536
2018,"Wayne",37191,235702
2018,"Wilkes",37193,132890
2018,"Wilson",37195,157170
2018,"Yadkin",37197,74502
2018,"Yancey",37199,36350
2019,"Alamance",37001,339570
2019,"Alexander",37003,73130
2019,"Alleghany",37005,21838
2019,"Anson",37007,43998
2019,"Ashe",37009,53290
2019,"Avery",37011,35568
2019,"Beaufort",37013,89756
2019,"Bertie",37015,36128
2019,"Bladen",37017,59954
2019,"Brunswick",37019,267220
2019,"Buncombe",37021,534744
2019,"Burke",37023,176072
2019,"Cabarrus",37025,443628
2019,"Caldwell",37027,161728
2019,"Camden",37029,20514
2019,"Carteret",37031,135712
2019,"Caswell",37033,45738
2019,"Catawba",37035,319346
2019,"Chatham",37037,150650
2019,"Cherokee",37039,57862
2019,"Chowan",37041,27488
2019,"Clay",37043,22370
2019,"Cleveland",37045,197320
2019,"Columbus",37047,103072
2019,"Craven",37049,202334
2019,"Cumberland",37051,669282
2019,"Currituck",37053,54648
2019,"Dare",37055,73182
2019,"Davidson",37057,336198
2019,"Davie",37059,84666
2019,"Duplin",37061,99010
2019,"Durham",37063,644738
2019,"Edgecombe",37065,98494
2019,"Forsyth",37067,761326
2019,"Franklin",37069,134800
2019,"Gaston",37071,452202
2019,"Gates",37073,21372
2019,"Graham",37075,16086
2019,"Granville",37077,121758
2019,"Greene",37079,41004
2019,"Guilford",37081,1077072
2019,"Halifax",37083,98346
2019,"Harnett",37085,265230
2019,"Haywood",37087,123880
2019,"Henderson",37089,231078
2019,"Hertford",37091,44090
2019,"Hoke",37093,104386
2019,"Hyde",37095,9272
2019,"Iredell",37097,367702
2019,"Jackson",37099,86120
2019,"Johnston",37101,422220
2019,"Jones",37103,18622
2019,"Lee",37105,124976
2019,"Lenoir",37107,110494
2019,"Lincoln",37109,171340
2019,"Macon",37113,73532
2019,"Madison",37115,42374
2019,"Martin",37117,44570
2019,"McDowell",37111,89364
2019,"Mecklenburg",37119,2215028
2019,"Mitchell",37121,29782
2019,"Montgomery",37123,51376
2019,"Moore",37125,196692
2019,"Nash",37127,189452
2019,"New Hanover",37129,450322
2019,"Northampton",37131,36062
2019,"Onslow",37133,407436
2019,"Orange",37135,295604
2019,"Pamlico",37137,24608
2019,"Pasquotank",37139,80892
2019,"Pender",37141,119282
2019,"Perquimans",37143,26158
2019,"Person",37145,78132
2019,"Pitt",37147,340372
2019,"Polk",37149,39076
2019,"Randolph",37151,287100
2019,"Richmond",37153,86948
2019,"Robeson",37155,235688
2019,"Rockingham",37157,181694
2019,"Rowan",37159,291694
2019,"Rutherford",37161,129388
2019,"Sampson",37163,118776
2019,"Scotland",37165,69034
2019,"Stanly",37167,124702
2019,"State",37000,NA
2019,"Stokes",37169,89142
2019,"Surry",37171,142556
2019,"Swain",37173,28418
2019,"Transylvania",37175,66224
2019,"Tyrrell",37177,7136
2019,"Union",37179,470490
2019,"Vance",37181,85724
2019,"Wake",37183,2229630
2019,"Warren",37185,37478
2019,"Washington",37187,22320
2019,"Watauga",37189,108932
2019,"Wayne",37191,235894
2019,"Wilkes",37193,132378
2019,"Wilson",37195,157982
2019,"Yadkin",37197,74494
2019,"Yancey",37199,36780
2020,"Alamance",37001,343506
2020,"Alexander",37003,72928
2020,"Alleghany",37005,21818
2020,"Anson",37007,44108
2020,"Ashe",37009,53164
2020,"Avery",37011,35814
2020,"Beaufort",37013,89338
2020,"Bertie",37015,35810
2020,"Bladen",37017,59236
2020,"Brunswick",37019,275578
2020,"Buncombe",37021,539594
2020,"Burke",37023,175238
2020,"Cabarrus",37025,453282
2020,"Caldwell",37027,161240
2020,"Camden",37029,20770
2020,"Carteret",37031,135478
2020,"Caswell",37033,45472
2020,"Catawba",37035,321584
2020,"Chatham",37037,153088
2020,"Cherokee",37039,57704
2020,"Chowan",37041,27384
2020,"Clay",37043,22230
2020,"Cleveland",37045,199368
2020,"Columbus",37047,101160
2020,"Craven",37049,204532
2020,"Cumberland",37051,671940
2020,"Currituck",37053,56596
2020,"Dare",37055,74050
2020,"Davidson",37057,338356
2020,"Davie",37059,85604
2020,"Duplin",37061,97458
2020,"Durham",37063,651146
2020,"Edgecombe",37065,97640
2020,"Forsyth",37067,765888
2020,"Franklin",37069,137804
2020,"Gaston",37071,456528
2020,"Gates",37073,20952
2020,"Graham",37075,16048
2020,"Granville",37077,122118
2020,"Greene",37079,40922
2020,"Guilford",37081,1083370
2020,"Halifax",37083,97162
2020,"Harnett",37085,267568
2020,"Haywood",37087,124292
2020,"Henderson",37089,233038
2020,"Hertford",37091,43032
2020,"Hoke",37093,104412
2020,"Hyde",37095,9144
2020,"Iredell",37097,374658
2020,"Jackson",37099,86326
2020,"Johnston",37101,434066
2020,"Jones",37103,18356
2020,"Lee",37105,126792
2020,"Lenoir",37107,110188
2020,"Lincoln",37109,174216
2020,"Macon",37113,74140
2020,"Madison",37115,42430
2020,"Martin",37117,44024
2020,"McDowell",37111,89182
2020,"Mecklenburg",37119,2235668
2020,"Mitchell",37121,29790
2020,"Montgomery",37123,51484
2020,"Moore",37125,200048
2020,"Nash",37127,191092
2020,"New Hanover",37129,452154
2020,"Northampton",37131,34942
2020,"Onslow",37133,409596
2020,"Orange",37135,297822
2020,"Pamlico",37137,24582
2020,"Pasquotank",37139,81576
2020,"Pender",37141,120882
2020,"Perquimans",37143,26012
2020,"Person",37145,78326
2020,"Pitt",37147,344508
2020,"Polk",37149,38732
2020,"Randolph",37151,288692
2020,"Richmond",37153,85830
2020,"Robeson",37155,233000
2020,"Rockingham",37157,182294
2020,"Rowan",37159,294086
2020,"Rutherford",37161,128944
2020,"Sampson",37163,118112
2020,"Scotland",37165,68312
2020,"Stanly",37167,125214
2020,"State",37000,NA
2020,"Stokes",37169,89122
2020,"Surry",37171,142652
2020,"Swain",37173,28212
2020,"Transylvania",37175,66040
2020,"Tyrrell",37177,6480
2020,"Union",37179,477960
2020,"Vance",37181,85174
2020,"Wake",37183,2265240
2020,"Warren",37185,37268
2020,"Washington",37187,21968
2020,"Watauga",37189,108966
2020,"Wayne",37191,234680
2020,"Wilkes",37193,131966
2020,"Wilson",37195,158748
2020,"Yadkin",37197,74436
2020,"Yancey",37199,36972
2021,"Alamance",37001,348424
2021,"Alexander",37003,72650
2021,"Alleghany",37005,22240
2021,"Anson",37007,43172
2021,"Ashe",37009,53402
2021,"Avery",37011,35902
2021,"Beaufort",37013,89122
2021,"Bertie",37015,34428
2021,"Bladen",37017,58804
2021,"Brunswick",37019,287100
2021,"Buncombe",37021,542908
2021,"Burke",37023,175624
2021,"Cabarrus",37025,462460
2021,"Caldwell",37027,161640
2021,"Camden",37029,21326
2021,"Carteret",37031,136568
2021,"Caswell",37033,44804
2021,"Catawba",37035,323472
2021,"Chatham",37037,154840
2021,"Cherokee",37039,57928
2021,"Chowan",37041,27414
2021,"Clay",37043,22516
2021,"Cleveland",37045,201868
2021,"Columbus",37047,100738
2021,"Craven",37049,203976
2021,"Cumberland",37051,684164
2021,"Currituck",37053,59204
2021,"Dare",37055,74962
2021,"Davidson",37057,341814
2021,"Davie",37059,86560
2021,"Duplin",37061,97508
2021,"Durham",37063,655914
2021,"Edgecombe",37065,96622
2021,"Forsyth",37067,768126
2021,"Franklin",37069,142440
2021,"Gaston",37071,465578
2021,"Gates",37073,20786
2021,"Graham",37075,16088
2021,"Granville",37077,122300
2021,"Greene",37079,40248
2021,"Guilford",37081,1084902
2021,"Halifax",37083,96428
2021,"Harnett",37085,273640
2021,"Haywood",37087,124990
2021,"Henderson",37089,233420
2021,"Hertford",37091,39606
2021,"Hoke",37093,107546
2021,"Hyde",37095,9206
2021,"Iredell",37097,383504
2021,"Jackson",37099,85226
2021,"Johnston",37101,453322
2021,"Jones",37103,18404
2021,"Lee",37105,128136
2021,"Lenoir",37107,109702
2021,"Lincoln",37109,179112
2021,"Macon",37113,74694
2021,"Madison",37115,42892
2021,"Martin",37117,43322
2021,"McDowell",37111,89376
2021,"Mecklenburg",37119,2242964
2021,"Mitchell",37121,29866
2021,"Montgomery",37123,51564
2021,"Moore",37125,205034
2021,"Nash",37127,190930
2021,"New Hanover",37129,459886
2021,"Northampton",37131,34232
2021,"Onslow",37133,413060
2021,"Orange",37135,296394
2021,"Pamlico",37137,24668
2021,"Pasquotank",37139,81258
2021,"Pender",37141,125956
2021,"Perquimans",37143,26502
2021,"Person",37145,78972
2021,"Pitt",37147,344028
2021,"Polk",37149,39118
2021,"Randolph",37151,290088
2021,"Richmond",37153,85044
2021,"Robeson",37155,232970
2021,"Rockingham",37157,183412
2021,"Rowan",37159,295598
2021,"Rutherford",37161,128526
2021,"Sampson",37163,118038
2021,"Scotland",37165,66584
2021,"Stanly",37167,125318
2021,"State",37000,NA
2021,"Stokes",37169,89768
2021,"Surry",37171,142802
2021,"Swain",37173,28568
2021,"Transylvania",37175,66722
2021,"Tyrrell",37177,6452
2021,"Union",37179,485896
2021,"Vance",37181,84540
2021,"Wake",37183,2301444
2021,"Warren",37185,37700
2021,"Washington",37187,21578
2021,"Watauga",37189,108722
2021,"Wayne",37191,235324
2021,"Wilkes",37193,131618
2021,"Wilson",37195,157118
2021,"Yadkin",37197,74328
2021,"Yancey",37199,36940
2022,"Alamance",37001,354282
2022,"Alexander",37003,72858
2022,"Alleghany",37005,22264
2022,"Anson",37007,43004
2022,"Ashe",37009,53306
2022,"Avery",37011,35902
2022,"Beaufort",37013,88790
2022,"Bertie",37015,33866
2022,"Bladen",37017,58390
2022,"Brunswick",37019,301696
2022,"Buncombe",37021,548722
2022,"Burke",37023,174824
2022,"Cabarrus",37025,471308
2022,"Caldwell",37027,161950
2022,"Camden",37029,21830
2022,"Carteret",37031,137626
2022,"Caswell",37033,44678
2022,"Catawba",37035,325580
2022,"Chatham",37037,156900
2022,"Cherokee",37039,58354
2022,"Chowan",37041,27354
2022,"Clay",37043,22830
2022,"Cleveland",37045,203748
2022,"Columbus",37047,100086
2022,"Craven",37049,204064
2022,"Cumberland",37051,687176
2022,"Currituck",37053,61808
2022,"Dare",37055,75874
2022,"Davidson",37057,344186
2022,"Davie",37059,87508
2022,"Duplin",37061,97494
2022,"Durham",37063,665152
2022,"Edgecombe",37065,95414
2022,"Forsyth",37067,772094
2022,"Franklin",37069,146742
2022,"Gaston",37071,475084
2022,"Gates",37073,20624
2022,"Graham",37075,16104
2022,"Granville",37077,124100
2022,"Greene",37079,40238
2022,"Guilford",37081,1088556
2022,"Halifax",37083,95574
2022,"Harnett",37085,279124
2022,"Haywood",37087,125776
2022,"Henderson",37089,234548
2022,"Hertford",37091,39014
2022,"Hoke",37093,110302
2022,"Hyde",37095,9098
2022,"Iredell",37097,392340
2022,"Jackson",37099,85944
2022,"Johnston",37101,466870
2022,"Jones",37103,18398
2022,"Lee",37105,129814
2022,"Lenoir",37107,109144
2022,"Lincoln",37109,182342
2022,"Macon",37113,75306
2022,"Madison",37115,43044
2022,"Martin",37117,42952
2022,"McDowell",37111,88886
2022,"Mecklenburg",37119,2271746
2022,"Mitchell",37121,29790
2022,"Montgomery",37123,51514
2022,"Moore",37125,209516
2022,"Nash",37127,190892
2022,"New Hanover",37129,470490
2022,"Northampton",37131,34072
2022,"Onslow",37133,418982
2022,"Orange",37135,299330
2022,"Pamlico",37137,24598
2022,"Pasquotank",37139,81526
2022,"Pender",37141,130564
2022,"Perquimans",37143,26890
2022,"Person",37145,79172
2022,"Pitt",37147,344462
2022,"Polk",37149,39142
2022,"Randolph",37151,291592
2022,"Richmond",37153,84660
2022,"Robeson",37155,233902
2022,"Rockingham",37157,183824
2022,"Rowan",37159,297530
2022,"Rutherford",37161,128368
2022,"Sampson",37163,117974
2022,"Scotland",37165,66158
2022,"Stanly",37167,125766
2022,"State",37000,21335748
2022,"Stokes",37169,90078
2022,"Surry",37171,142658
2022,"Swain",37173,28632
2022,"Transylvania",37175,66996
2022,"Tyrrell",37177,6386
2022,"Union",37179,494602
2022,"Vance",37181,84028
2022,"Wake",37183,2338588
2022,"Warren",37185,37746
2022,"Washington",37187,21214
2022,"Watauga",37189,108136
2022,"Wayne",37191,235088
2022,"Wilkes",37193,131396
2022,"Wilson",37195,155754
2022,"Yadkin",37197,74234
2022,"Yancey",37199,36910
2023,"Alamance",37001,357886
2023,"Alexander",37003,73120
2023,"Alleghany",37005,22284
2023,"Anson",37007,42866
2023,"Ashe",37009,53370
2023,"Avery",37011,35902
2023,"Beaufort",37013,88488
2023,"Bertie",37015,33310
2023,"Bladen",37017,58154
2023,"Brunswick",37019,315074
2023,"Buncombe",37021,554532
2023,"Burke",37023,175846
2023,"Cabarrus",37025,481024
2023,"Caldwell",37027,162150
2023,"Camden",37029,22288
2023,"Carteret",37031,138592
2023,"Caswell",37033,44490
2023,"Catawba",37035,327690
2023,"Chatham",37037,159416
2023,"Cherokee",37039,58774
2023,"Chowan",37041,27444
2023,"Clay",37043,23146
2023,"Cleveland",37045,205360
2023,"Columbus",37047,99702
2023,"Craven",37049,204284
2023,"Cumberland",37051,690500
2023,"Currituck",37053,64416
2023,"Dare",37055,76784
2023,"Davidson",37057,347752
2023,"Davie",37059,88446
2023,"Duplin",37061,97508
2023,"Durham",37063,674390
2023,"Edgecombe",37065,94244
2023,"Forsyth",37067,776730
2023,"Franklin",37069,151396
2023,"Gaston",37071,482350
2023,"Gates",37073,20494
2023,"Graham",37075,16134
2023,"Granville",37077,125552
2023,"Greene",37079,40240
2023,"Guilford",37081,1093868
2023,"Halifax",37083,94718
2023,"Harnett",37085,286162
2023,"Haywood",37087,126564
2023,"Henderson",37089,236086
2023,"Hertford",37091,38730
2023,"Hoke",37093,112808
2023,"Hyde",37095,8990
2023,"Iredell",37097,401180
2023,"Jackson",37099,86662
2023,"Johnston",37101,485918
2023,"Jones",37103,18390
2023,"Lee",37105,131502
2023,"Lenoir",37107,108598
2023,"Lincoln",37109,186288
2023,"Macon",37113,75914
2023,"Madison",37115,43196
2023,"Martin",37117,42582
2023,"McDowell",37111,89546
2023,"Mecklenburg",37119,2319582
2023,"Mitchell",37121,29708
2023,"Montgomery",37123,51490
2023,"Moore",37125,214244
2023,"Nash",37127,190856
2023,"New Hanover",37129,476480
2023,"Northampton",37131,33708
2023,"Onslow",37133,424072
2023,"Orange",37135,302252
2023,"Pamlico",37137,24530
2023,"Pasquotank",37139,81774
2023,"Pender",37141,135458
2023,"Perquimans",37143,27196
2023,"Person",37145,79362
2023,"Pitt",37147,344010
2023,"Polk",37149,39170
2023,"Randolph",37151,292940
2023,"Richmond",37153,84274
2023,"Robeson",37155,234744
2023,"Rockingham",37157,183982
2023,"Rowan",37159,300338
2023,"Rutherford",37161,128700
2023,"Sampson",37163,117922
2023,"Scotland",37165,66010
2023,"Stanly",37167,126016
2023,"State",37000,21588926
2023,"Stokes",37169,90410
2023,"Surry",37171,142566
2023,"Swain",37173,28740
2023,"Transylvania",37175,67218
2023,"Tyrrell",37177,6322
2023,"Union",37179,504464
2023,"Vance",37181,83630
2023,"Wake",37183,2379410
2023,"Warren",37185,37784
2023,"Washington",37187,20850
2023,"Watauga",37189,107122
2023,"Wayne",37191,234894
2023,"Wilkes",37193,131200
2023,"Wilson",37195,154626
2023,"Yadkin",37197,74164
2023,"Yancey",37199,36878
2024,"Alamance",37001,362548
2024,"Alexander",37003,73250
2024,"Alleghany",37005,22310
2024,"Anson",37007,42752
2024,"Ashe",37009,53358
2024,"Avery",37011,35902
2024,"Beaufort",37013,88180
2024,"Bertie",37015,32950
2024,"Bladen",37017,57952
2024,"Brunswick",37019,326556
2024,"Buncombe",37021,560342
2024,"Burke",37023,176146
2024,"Cabarrus",37025,490912
2024,"Caldwell",37027,162282
2024,"Camden",37029,22702
2024,"Carteret",37031,139494
2024,"Caswell",37033,44296
2024,"Catawba",37035,329796
2024,"Chatham",37037,162420
2024,"Cherokee",37039,59198
2024,"Chowan",37041,27448
2024,"Clay",37043,23370
2024,"Cleveland",37045,206742
2024,"Columbus",37047,99200
2024,"Craven",37049,204466
2024,"Cumberland",37051,692968
2024,"Currituck",37053,67024
2024,"Dare",37055,77696
2024,"Davidson",37057,350678
2024,"Davie",37059,89382
2024,"Duplin",37061,97524
2024,"Durham",37063,683630
2024,"Edgecombe",37065,93086
2024,"Forsyth",37067,781886
2024,"Franklin",37069,156052
2024,"Gaston",37071,487028
2024,"Gates",37073,20390
2024,"Graham",37075,16150
2024,"Granville",37077,127014
2024,"Greene",37079,40238
2024,"Guilford",37081,1100432
2024,"Halifax",37083,93868
2024,"Harnett",37085,291130
2024,"Haywood",37087,127354
2024,"Henderson",37089,237930
2024,"Hertford",37091,38446
2024,"Hoke",37093,115142
2024,"Hyde",37095,8878
2024,"Iredell",37097,410020
2024,"Jackson",37099,87378
2024,"Johnston",37101,500562
2024,"Jones",37103,18390
2024,"Lee",37105,132980
2024,"Lenoir",37107,108036
2024,"Lincoln",37109,188752
2024,"Macon",37113,76520
2024,"Madison",37115,43348
2024,"Martin",37117,42210
2024,"McDowell",37111,89544
2024,"Mecklenburg",37119,2370176
2024,"Mitchell",37121,29632
2024,"Montgomery",37123,51482
2024,"Moore",37125,218970
2024,"Nash",37127,190826
2024,"New Hanover",37129,482472
2024,"Northampton",37131,33380
2024,"Onslow",37133,428956
2024,"Orange",37135,305172
2024,"Pamlico",37137,24456
2024,"Pasquotank",37139,81980
2024,"Pender",37141,137504
2024,"Perquimans",37143,27440
2024,"Person",37145,79534
2024,"Pitt",37147,344302
2024,"Polk",37149,39190
2024,"Randolph",37151,294292
2024,"Richmond",37153,83892
2024,"Robeson",37155,235500
2024,"Rockingham",37157,184042
2024,"Rowan",37159,302348
2024,"Rutherford",37161,129046
2024,"Sampson",37163,117876
2024,"Scotland",37165,65690
2024,"Stanly",37167,126622
2024,"State",37000,21837870
2024,"Stokes",37169,90674
2024,"Surry",37171,142472
2024,"Swain",37173,28838
2024,"Transylvania",37175,67542
2024,"Tyrrell",37177,6260
2024,"Union",37179,514964
2024,"Vance",37181,83320
2024,"Wake",37183,2426276
2024,"Warren",37185,37822
2024,"Washington",37187,20508
2024,"Watauga",37189,107762
2024,"Wayne",37191,234734
2024,"Wilkes",37193,131004
2024,"Wilson",37195,153716
2024,"Yadkin",37197,74114
2024,"Yancey",37199,36846
2025,"Alamance",37001,366344
2025,"Alexander",37003,73430
2025,"Alleghany",37005,22330
2025,"Anson",37007,42652
2025,"Ashe",37009,53380
2025,"Avery",37011,35900
2025,"Beaufort",37013,87872
2025,"Bertie",37015,32586
2025,"Bladen",37017,57794
2025,"Brunswick",37019,337300
2025,"Buncombe",37021,566158
2025,"Burke",37023,175680
2025,"Cabarrus",37025,501044
2025,"Caldwell",37027,162366
2025,"Camden",37029,23080
2025,"Carteret",37031,140364
2025,"Caswell",37033,44102
2025,"Catawba",37035,331904
2025,"Chatham",37037,165548
2025,"Cherokee",37039,59620
2025,"Chowan",37041,27452
2025,"Clay",37043,23594
2025,"Cleveland",37045,207928
2025,"Columbus",37047,98750
2025,"Craven",37049,204614
2025,"Cumberland",37051,694802
2025,"Currituck",37053,69634
2025,"Dare",37055,78606
2025,"Davidson",37057,353600
2025,"Davie",37059,90316
2025,"Duplin",37061,97534
2025,"Durham",37063,692872
2025,"Edgecombe",37065,91926
2025,"Forsyth",37067,787434
2025,"Franklin",37069,160704
2025,"Gaston",37071,490134
2025,"Gates",37073,20306
2025,"Graham",37075,16166
2025,"Granville",37077,128466
2025,"Greene",37079,40240
2025,"Guilford",37081,1107948
2025,"Halifax",37083,93016
2025,"Harnett",37085,296500
2025,"Haywood",37087,128146
2025,"Henderson",37089,239988
2025,"Hertford",37091,38158
2025,"Hoke",37093,117356
2025,"Hyde",37095,8770
2025,"Iredell",37097,418860
2025,"Jackson",37099,88100
2025,"Johnston",37101,512904
2025,"Jones",37103,18392
2025,"Lee",37105,134458
2025,"Lenoir",37107,107482
2025,"Lincoln",37109,191502
2025,"Macon",37113,77128
2025,"Madison",37115,43500
2025,"Martin",37117,41838
2025,"McDowell",37111,89544
2025,"Mecklenburg",37119,2413516
2025,"Mitchell",37121,29550
2025,"Montgomery",37123,51476
2025,"Moore",37125,223696
2025,"Nash",37127,190798
2025,"New Hanover",37129,488466
2025,"Northampton",37131,33066
2025,"Onslow",37133,433794
2025,"Orange",37135,308080
2025,"Pamlico",37137,24382
2025,"Pasquotank",37139,82150
2025,"Pender",37141,139548
2025,"Perquimans",37143,27630
2025,"Person",37145,79692
2025,"Pitt",37147,345230
2025,"Polk",37149,39210
2025,"Randolph",37151,295640
2025,"Richmond",37153,83508
2025,"Robeson",37155,236178
2025,"Rockingham",37157,184066
2025,"Rowan",37159,304032
2025,"Rutherford",37161,129394
2025,"Sampson",37163,117838
2025,"Scotland",37165,65476
2025,"Stanly",37167,126692
2025,"State",37000,22077652
2025,"Stokes",37169,90888
2025,"Surry",37171,142382
2025,"Swain",37173,28930
2025,"Transylvania",37175,67872
2025,"Tyrrell",37177,6194
2025,"Union",37179,525960
2025,"Vance",37181,83088
2025,"Wake",37183,2475780
2025,"Warren",37185,37850
2025,"Washington",37187,20170
2025,"Watauga",37189,108008
2025,"Wayne",37191,234602
2025,"Wilkes",37193,130816
2025,"Wilson",37195,152990
2025,"Yadkin",37197,74080
2025,"Yancey",37199,36812
2026,"Alamance",37001,370146
2026,"Alexander",37003,73432
2026,"Alleghany",37005,22352
2026,"Anson",37007,42574
2026,"Ashe",37009,53384
2026,"Avery",37011,35904
2026,"Beaufort",37013,87562
2026,"Bertie",37015,32230
2026,"Bladen",37017,57668
2026,"Brunswick",37019,346910
2026,"Buncombe",37021,571968
2026,"Burke",37023,175496
2026,"Cabarrus",37025,510916
2026,"Caldwell",37027,162420
2026,"Camden",37029,23420
2026,"Carteret",37031,141202
2026,"Caswell",37033,43910
2026,"Catawba",37035,334010
2026,"Chatham",37037,168560
2026,"Cherokee",37039,60046
2026,"Chowan",37041,27454
2026,"Clay",37043,23820
2026,"Cleveland",37045,208944
2026,"Columbus",37047,98276
2026,"Craven",37049,204734
2026,"Cumberland",37051,696162
2026,"Currituck",37053,72238
2026,"Dare",37055,79520
2026,"Davidson",37057,356522
2026,"Davie",37059,91248
2026,"Duplin",37061,97544
2026,"Durham",37063,702112
2026,"Edgecombe",37065,90758
2026,"Forsyth",37067,793294
2026,"Franklin",37069,165356
2026,"Gaston",37071,492844
2026,"Gates",37073,20242
2026,"Graham",37075,16180
2026,"Granville",37077,129920
2026,"Greene",37079,40242
2026,"Guilford",37081,1116178
2026,"Halifax",37083,92164
2026,"Harnett",37085,300518
2026,"Haywood",37087,128932
2026,"Henderson",37089,242204
2026,"Hertford",37091,37870
2026,"Hoke",37093,119482
2026,"Hyde",37095,8666
2026,"Iredell",37097,427700
2026,"Jackson",37099,88816
2026,"Johnston",37101,524048
2026,"Jones",37103,18386
2026,"Lee",37105,135938
2026,"Lenoir",37107,106932
2026,"Lincoln",37109,193396
2026,"Macon",37113,77734
2026,"Madison",37115,43648
2026,"Martin",37117,41468
2026,"McDowell",37111,89550
2026,"Mecklenburg",37119,2450396
2026,"Mitchell",37121,29470
2026,"Montgomery",37123,51476
2026,"Moore",37125,228410
2026,"Nash",37127,190776
2026,"New Hanover",37129,494460
2026,"Northampton",37131,32748
2026,"Onslow",37133,438624
2026,"Orange",37135,310986
2026,"Pamlico",37137,24316
2026,"Pasquotank",37139,82292
2026,"Pender",37141,141594
2026,"Perquimans",37143,27780
2026,"Person",37145,79836
2026,"Pitt",37147,346694
2026,"Polk",37149,39226
2026,"Randolph",37151,296990
2026,"Richmond",37153,83122
2026,"Robeson",37155,236786
2026,"Rockingham",37157,184074
2026,"Rowan",37159,305186
2026,"Rutherford",37161,129734
2026,"Sampson",37163,117804
2026,"Scotland",37165,65194
2026,"Stanly",37167,127010
2026,"State",37000,22309372
2026,"Stokes",37169,91060
2026,"Surry",37171,142290
2026,"Swain",37173,29010
2026,"Transylvania",37175,68200
2026,"Tyrrell",37177,6132
2026,"Union",37179,537344
2026,"Vance",37181,82912
2026,"Wake",37183,2526588
2026,"Warren",37185,37872
2026,"Washington",37187,19850
2026,"Watauga",37189,109602
2026,"Wayne",37191,234488
2026,"Wilkes",37193,130624
2026,"Wilson",37195,152432
2026,"Yadkin",37197,74050
2026,"Yancey",37199,36784
2027,"Alamance",37001,373948
2027,"Alexander",37003,73436
2027,"Alleghany",37005,22376
2027,"Anson",37007,42508
2027,"Ashe",37009,53402
2027,"Avery",37011,35902
2027,"Beaufort",37013,87254
2027,"Bertie",37015,31856
2027,"Bladen",37017,57572
2027,"Brunswick",37019,356076
2027,"Buncombe",37021,577774
2027,"Burke",37023,175646
2027,"Cabarrus",37025,520486
2027,"Caldwell",37027,162454
2027,"Camden",37029,23732
2027,"Carteret",37031,142040
2027,"Caswell",37033,43718
2027,"Catawba",37035,336120
2027,"Chatham",37037,171236
2027,"Cherokee",37039,60468
2027,"Chowan",37041,27458
2027,"Clay",37043,24058
2027,"Cleveland",37045,209820
2027,"Columbus",37047,97812
2027,"Craven",37049,204832
2027,"Cumberland",37051,697174
2027,"Currituck",37053,74844
2027,"Dare",37055,80432
2027,"Davidson",37057,359448
2027,"Davie",37059,92186
2027,"Duplin",37061,97554
2027,"Durham",37063,711350
2027,"Edgecombe",37065,89598
2027,"Forsyth",37067,799386
2027,"Franklin",37069,170010
2027,"Gaston",37071,495888
2027,"Gates",37073,20186
2027,"Graham",37075,16190
2027,"Granville",37077,131380
2027,"Greene",37079,40242
2027,"Guilford",37081,1124964
2027,"Halifax",37083,91310
2027,"Harnett",37085,304958
2027,"Haywood",37087,129720
2027,"Henderson",37089,244532
2027,"Hertford",37091,37588
2027,"Hoke",37093,121564
2027,"Hyde",37095,8556
2027,"Iredell",37097,436536
2027,"Jackson",37099,89530
2027,"Johnston",37101,534556
2027,"Jones",37103,18390
2027,"Lee",37105,137414
2027,"Lenoir",37107,106374
2027,"Lincoln",37109,195680
2027,"Macon",37113,78342
2027,"Madison",37115,43800
2027,"Martin",37117,41096
2027,"McDowell",37111,89550
2027,"Mecklenburg",37119,2486332
2027,"Mitchell",37121,29396
2027,"Montgomery",37123,51472
2027,"Moore",37125,233120
2027,"Nash",37127,190762
2027,"New Hanover",37129,500452
2027,"Northampton",37131,32432
2027,"Onslow",37133,443446
2027,"Orange",37135,313886
2027,"Pamlico",37137,24242
2027,"Pasquotank",37139,82404
